"European Journal Of Heart Failure","11"
"European Journal Of Internal Medicine","11"
"JAMA","11"
"Journal Of The American College Of Nutrition","11"
"Preventive Medicine","11"
"Critical Care","10"
"Critical Care Medicine","10"
"Diabetologia","10"
"Internal Medicine","10"
"Journal Of Atherosclerosis And Thrombosis","10"
"Journal Of Internal Medicine","10"
"Journal Of The Pakistan Medical Association","10"
"Medical Science Monitor","10"
"Acta Cardiologica","9"
"Acta Medica Portuguesa","9"
"American Journal Of Emergency Medicine","9"
"BMC Endocrine Disorders","9"
"Clinical Nutrition","9"
"Cochrane Database Of Systematic Reviews","9"
"European Journal Of Endocrinology","9"
"JAMA Internal Medicine","9"
"Journal Of Cardiology","9"
"Journal Of Stroke And Cerebrovascular Diseases","9"
"Kidney And Blood Pressure Research","9"
"Peritoneal Dialysis International","9"
"Plos Medicine","9"
"Revista Brasileira De Ginecologia E Obstetricia","9"
"Sao Paulo Medical Journal","9"
"American Heart Journal","8"
"Annals Of Internal Medicine","8"
"Canadian Journal Of Cardiology","8"
"Circulation Heart Failure","8"
"Journal Of The Medical Association Of Thailand","8"
"Open Access Macedonian Journal Of Medical Sciences","8"
"Pediatrics","8"
"Annals Of Clinical Research","7"
"Arquivos De Neuro Psiquiatria","7"
"Canadian Journal Of Diabetes","7"
"Endocrine Practice","7"
"Frontiers In Pharmacology","7"
"Global Heart","7"
"Hepatology","7"
"International Heart Journal","7"
"International Journal Of Epidemiology","7"
"International Journal Of Preventive Medicine","7"
"Journal Of Health Population And Nutrition","7"
"Journal Of Nutrition Health And Aging","7"
"Journal Of The American Geriatrics Society","7"
"New England Journal Of Medicine","7"
"Patient Preference And Adherence","7"
"Pediatric Critical Care Medicine","7"
"Primary Care Diabetes","7"
"Transplantation Proceedings","7"
"Anatolian Journal Of Cardiology","6"
"Annales De Cardiologie Et D Angeiologie","6"
"Annals Of Pharmacotherapy","6"
"Arquivos Brasileiros De Endocrinologia E Metabologia","6"
"Atherosclerosis","6"
"BMJ Online","6"
"Chinese Medical Journal","6"
"Clinica Chimica Acta","6"
"Diabetes And Metabolism Journal","6"
"Digestive Diseases And Sciences","6"
"Endocrine Journal","6"
"Frontiers In Immunology","6"
"High Blood Pressure And Cardiovascular Prevention","6"
"Indian Heart Journal","6"
"International Journal Of Clinical Practice","6"
"Iranian Journal Of Kidney Diseases","6"
"Jornal Brasileiro De Nefrologia Orgao Oficial De Sociedades Brasileira E Latino Americana De Nefrologia","6"
"Journal Of Clinical Epidemiology","6"
"Journal Of Epidemiology And Community Health","6"
"Journal Of Renal Nutrition","6"
"Journal Of Research In Medical Sciences","6"
"Journal Of The American Medical Directors Association","6"
"Journal Of Vascular Surgery","6"
"Laryngoscope","6"
"Liver International","6"
